AuftragID;Anlagedatum;Gestartetam;Wunschtermin;Priorität;Beendetam;BusinessUnitID;VeranlasendeAbteilungID;AuftragsgrundID;Wertigkeit;Dringlichkeit;MarktsegmentID;WiederholauftragJa/Nein;UrsprungfürWiederholung;AusführendeAbteilungID;KundeID;AnzahlSchichten;InBearbeitungab;Eingeplantam;WarteaufRückmeldungab;WarteaufMaterialab;WarteaufVorlageab;VerwendungID;Bearbeitungszeit;Termintreue
74690;29.05.2024;11.06.2024;20.06.2024;2;11.06.2024;1;338;15;4;4;29;0;none;344;none;1;11.06.2024;04.06.2024;none;none;none;1;13;nein
74575;28.05.2024;11.06.2024;19.06.2024;2;12.06.2024;1;338;15;4;4;29;0;none;344;10.01.2010;1;11.06.2024;10.06.2024;none;none;none;1;15;nein
74584;28.05.2024;11.06.2024;19.06.2024;2;12.06.2024;1;338;15;4;4;29;0;none;344;10.01.2010;1;11.06.2024;10.06.2024;none;none;none;1;15;nein
74587;28.05.2024;11.06.2024;19.06.2024;2;12.06.2024;1;338;15;4;4;29;0;none;344;10.01.2010;1;11.06.2024;10.06.2024;none;none;none;1;15;nein
75196;06.06.2024;12.06.2024;28.06.2024;6;12.06.2024;1;337;15;8;8;29;0;none;345;07.10.2319;2;12.06.2024;12.06.2024;none;none;none;1;6;nein
75194;06.06.2024;10.06.2024;28.06.2024;6;12.06.2024;1;337;15;8;8;29;0;none;345;07.10.2319;2;10.06.2024;10.06.2024;none;none;none;1;6;nein
75410;11.06.2024;11.06.2024;03.07.2024;6;12.06.2024;1;337;15;8;8;29;1;75192;345;07.10.2319;2;11.06.2024;11.06.2024;none;none;none;1;1;nein
75192;06.06.2024;10.06.2024;28.06.2024;6;12.06.2024;1;337;15;8;8;29;1;68418;345;07.10.2319;2;10.06.2024;10.06.2024;none;none;none;1;6;nein
75197;06.06.2024;13.06.2024;28.06.2024;6;13.06.2024;1;337;15;8;8;29;0;none;345;07.10.2319;2;13.06.2024;13.06.2024;none;none;none;1;7;nein
75415;11.06.2024;11.06.2024;03.07.2024;6;13.06.2024;1;345;15;8;8;29;1;75197;345;07.10.2319;2;11.06.2024;11.06.2024;none;none;none;1;2;nein
74250;22.05.2024;28.05.2024;13.06.2024;6;14.06.2024;1;338;15;8;8;29;0;none;344;12.07.1961;1;11.06.2024;27.05.2024;none;28.05.2024;none;1;23;ja
75650;14.06.2024;14.06.2024;08.07.2024;6;14.06.2024;1;337;15;8;8;29;1;75194;345;07.10.2319;2;14.06.2024;14.06.2024;none;none;none;1;0;nein
73887;14.05.2024;17.06.2024;06.06.2024;2;17.06.2024;1;337;15;4;4;29;1;67793;345;19.09.1995;02.01.1900;17.06.2024;17.06.2024;16.05.2024;none;none;1;34;ja
71820;28.03.2024;29.04.2024;30.04.2024;2;17.06.2024;1;338;15;4;4;29;0;none;345;20.10.1902;2;06.05.2024;29.04.2024;none;none;none;1;81;ja
74625;28.05.2024;17.06.2024;27.06.2024;2;17.06.2024;1;338;15;4;4;29;0;none;344;none;01.01.1900;17.06.2024;12.06.2024;05.06.2024;none;none;1;20;nein
74798;30.05.2024;17.06.2024;21.06.2024;2;17.06.2024;1;338;15;4;4;29;0;none;344;none;01.01.1900;17.06.2024;12.06.2024;31.05.2024;none;none;1;18;nein
74596;28.05.2024;19.06.2024;08.07.2024;2;19.06.2024;1;338;15;4;4;29;0;none;344;none;01.01.1900;19.06.2024;17.06.2024;05.06.2024;none;none;1;22;nein
74065;17.05.2024;19.06.2024;11.06.2024;2;19.06.2024;1;338;15;4;4;29;0;none;345;12.07.1961;2;19.06.2024;19.06.2024;none;none;none;1;33;ja
74067;17.05.2024;19.06.2024;11.06.2024;2;19.06.2024;1;338;15;4;4;29;0;none;345;12.07.1961;02.01.1900;19.06.2024;19.06.2024;22.05.2024;none;none;1;33;ja
73169;26.04.2024;06.06.2024;28.06.2024;6;19.06.2024;1;338;15;8;8;29;0;none;344;17.06.1951;02.01.1900;06.06.2024;31.05.2024;16.05.2024;17.05.2024;none;1;54;nein
74230;22.05.2024;19.06.2024;13.06.2024;2;19.06.2024;1;338;15;4;4;29;0;none;345;12.07.1961;2;19.06.2024;19.06.2024;none;none;none;1;28;ja
72864;22.04.2024;06.06.2024;24.06.2024;6;19.06.2024;1;338;15;8;8;29;0;none;344;17.06.1951;02.01.1900;06.06.2024;31.05.2024;29.04.2024;none;none;1;58;nein
74628;28.05.2024;20.06.2024;08.07.2024;2;20.06.2024;1;338;15;4;4;29;0;none;344;none;01.01.1900;20.06.2024;19.06.2024;05.06.2024;none;none;1;23;nein
74636;28.05.2024;17.06.2024;19.06.2024;2;20.06.2024;1;337;15;4;4;29;0;none;345;11.04.2321;1;17.06.2024;17.06.2024;none;none;none;2;23;ja
74807;30.05.2024;07.06.2024;21.06.2024;2;20.06.2024;1;338;15;4;4;29;0;none;344;02.02.1951;2;07.06.2024;04.06.2024;none;none;none;1;21;nein
75860;19.06.2024;19.06.2024;11.07.2024;2;20.06.2024;1;345;15;4;4;29;1;74226;345;12.07.1961;2;19.06.2024;19.06.2024;none;none;none;1;1;nein
74044;16.05.2024;24.05.2024;10.06.2024;2;20.06.2024;1;338;15;4;4;29;0;none;345;12.07.1961;2;24.05.2024;23.05.2024;none;none;none;1;35;ja
74063;17.05.2024;24.05.2024;11.06.2024;2;20.06.2024;1;338;15;4;4;29;0;none;345;12.07.1961;02.01.1900;24.05.2024;23.05.2024;22.05.2024;none;none;1;34;ja
74226;22.05.2024;24.05.2024;13.06.2024;2;20.06.2024;1;338;15;4;4;29;0;none;345;12.07.1961;2;24.05.2024;23.05.2024;none;none;none;1;29;ja
74623;28.05.2024;20.06.2024;08.07.2024;2;21.06.2024;1;338;15;4;4;29;0;none;344;none;01.01.1900;20.06.2024;20.06.2024;05.06.2024;none;none;1;24;nein
75607;13.06.2024;17.06.2024;05.07.2024;2;21.06.2024;1;337;15;4;4;29;1;63338;344;none;1;17.06.2024;14.06.2024;none;none;none;1;8;nein
75779;18.06.2024;24.06.2024;10.07.2024;3;24.06.2024;1;337;15;8;4;29;0;none;344;21.02.1952;1;24.06.2024;19.06.2024;none;none;none;1;6;nein
75690;17.06.2024;25.06.2024;09.07.2024;6;25.06.2024;1;337;15;8;8;29;1;71129;345;none;2;25.06.2024;25.06.2024;none;none;none;1;8;nein
76032;24.06.2024;25.06.2024;16.07.2024;6;25.06.2024;1;345;15;8;8;29;1;75694;345;none;2;25.06.2024;25.06.2024;none;none;none;1;1;nein
75201;06.06.2024;25.06.2024;28.06.2024;2;25.06.2024;1;337;49;4;4;29;0;none;344;18.05.1938;1;25.06.2024;19.06.2024;none;none;none;1;19;nein
75694;17.06.2024;24.06.2024;09.07.2024;6;25.06.2024;1;337;15;8;8;29;1;71129;345;none;2;24.06.2024;24.06.2024;none;none;none;1;8;nein
68612;30.01.2024;20.02.2024;21.02.2024;2;26.06.2024;1;338;15;4;4;29;0;none;345;20.10.1902;2;20.02.2024;20.02.2024;none;none;none;2;148;ja
75536;12.06.2024;27.06.2024;04.07.2024;2;27.06.2024;1;337;15;4;4;29;1;73714;344;none;2;27.06.2024;26.06.2024;none;none;none;1;15;nein
75114;05.06.2024;28.06.2024;27.06.2024;2;28.06.2024;1;337;15;4;4;29;0;none;345;11.11.1942;1;28.06.2024;27.06.2024;none;none;none;1;23;ja
76315;27.06.2024;27.06.2024;19.07.2024;2;28.06.2024;1;345;15;4;4;29;1;75114;345;11.11.1942;1;27.06.2024;27.06.2024;none;none;none;1;1;nein
76316;27.06.2024;27.06.2024;19.07.2024;2;28.06.2024;1;345;15;4;4;29;1;75114;345;11.11.1942;1;27.06.2024;27.06.2024;none;none;none;1;1;nein
74555;28.05.2024;17.06.2024;19.06.2024;4;28.06.2024;1;338;15;4;8;29;0;none;345;13.09.1974;02.01.1900;17.06.2024;17.06.2024;28.05.2024;none;none;1;31;ja
75716;17.06.2024;01.07.2024;15.07.2024;2;01.07.2024;1;338;15;4;4;29;0;none;345;10.10.1998;2;01.07.2024;01.07.2024;none;none;none;1;14;nein
75009;04.06.2024;01.07.2024;26.06.2024;2;02.07.2024;1;337;15;4;4;29;0;none;345;11.11.1942;01.01.1900;01.07.2024;01.07.2024;25.06.2024;none;none;1;28;ja
76428;01.07.2024;01.07.2024;23.07.2024;2;02.07.2024;1;345;15;4;4;29;1;75009;345;11.11.1942;1;01.07.2024;01.07.2024;none;none;none;1;1;nein
76251;26.06.2024;26.06.2024;18.07.2024;2;03.07.2024;1;345;15;4;4;29;1;68612;345;20.10.1902;2;26.06.2024;26.06.2024;none;none;none;2;7;nein
75280;07.06.2024;01.07.2024;01.07.2024;2;03.07.2024;1;338;15;4;4;29;0;none;345;none;1;01.07.2024;27.06.2024;none;none;none;1;26;ja
76574;03.07.2024;03.07.2024;25.07.2024;2;03.07.2024;1;338;15;4;4;29;1;75280;345;none;1;03.07.2024;03.07.2024;none;none;none;1;0;nein
75586;13.06.2024;26.06.2024;05.07.2024;2;04.07.2024;1;338;15;4;4;29;0;none;344;13.09.1974;1;26.06.2024;25.06.2024;none;none;none;1;21;nein
74610;28.05.2024;04.07.2024;22.07.2024;2;04.07.2024;1;338;15;4;4;29;0;none;344;none;01.01.1900;04.07.2024;21.06.2024;05.06.2024;none;none;1;37;nein
74616;28.05.2024;04.07.2024;22.07.2024;2;04.07.2024;1;338;15;4;4;29;0;none;344;none;01.01.1900;04.07.2024;21.06.2024;05.06.2024;none;none;1;37;nein
74617;28.05.2024;04.07.2024;22.07.2024;2;04.07.2024;1;338;15;4;4;29;0;none;344;none;01.01.1900;04.07.2024;21.06.2024;05.06.2024;none;none;1;37;nein
74260;22.05.2024;26.06.2024;13.07.2024;2;04.07.2024;1;338;15;4;4;29;0;none;344;07.01.2368;02.01.1900;03.07.2024;25.06.2024;29.05.2024;none;none;1;43;nein
75283;07.06.2024;03.07.2024;01.07.2024;2;08.07.2024;1;338;15;4;4;29;0;none;345;none;01.01.1900;03.07.2024;27.06.2024;13.06.2024;none;none;1;31;ja
76538;02.07.2024;08.07.2024;24.07.2024;2;10.07.2024;1;338;15;4;4;29;0;none;344;none;1;08.07.2024;04.07.2024;none;none;none;1;8;nein
75951;20.06.2024;10.07.2024;12.07.2024;2;10.07.2024;1;337;15;4;4;29;1;73887;345;19.09.1995;2;10.07.2024;10.07.2024;none;none;none;1;20;nein
76956;10.07.2024;10.07.2024;01.08.2024;2;10.07.2024;1;345;15;4;4;29;1;75951;345;19.09.1995;2;10.07.2024;10.07.2024;none;none;none;1;0;nein
76240;26.06.2024;08.07.2024;16.07.2024;6;11.07.2024;1;338;15;8;8;29;0;none;345;02.02.1951;1;11.07.2024;08.07.2024;none;none;none;1;15;nein
75829;18.06.2024;10.07.2024;02.08.2024;6;11.07.2024;1;337;15;8;8;29;0;none;344;none;2;10.07.2024;10.07.2024;none;none;none;1;23;nein
76088;25.06.2024;08.07.2024;24.07.2024;2;11.07.2024;1;338;15;4;4;29;0;none;344;none;1;08.07.2024;04.07.2024;none;none;none;1;16;nein
76577;03.07.2024;08.07.2024;25.07.2024;2;12.07.2024;1;338;15;4;4;29;0;none;344;none;2;08.07.2024;08.07.2024;none;none;none;1;9;nein
76090;25.06.2024;12.07.2024;17.07.2024;2;12.07.2024;1;337;15;4;4;29;0;none;345;none;1;12.07.2024;12.07.2024;none;none;none;1;17;nein
77103;12.07.2024;12.07.2024;05.08.2024;2;12.07.2024;1;345;15;4;4;29;1;76090;345;none;1;12.07.2024;12.07.2024;none;none;none;1;0;nein
76038;24.06.2024;12.07.2024;16.07.2024;2;16.07.2024;1;338;15;4;4;29;1;60533;344;none;2;12.07.2024;11.07.2024;none;none;none;1;22;ja
76382;28.06.2024;13.07.2024;22.07.2024;6;16.07.2024;1;337;15;8;8;29;0;none;345;none;2;13.07.2024;13.07.2024;none;none;none;1;18;nein
76825;08.07.2024;16.07.2024;30.07.2024;2;16.07.2024;1;337;15;4;4;29;1;72371;344;none;1;16.07.2024;11.07.2024;none;none;none;1;8;nein
76553;02.07.2024;16.07.2024;24.07.2024;6;16.07.2024;1;337;15;8;8;29;1;72613;345;none;2;16.07.2024;15.07.2024;none;none;none;1;14;nein
75700;17.06.2024;17.07.2024;23.07.2024;2;17.07.2024;1;338;15;4;4;29;0;none;344;none;1;17.07.2024;10.07.2024;none;none;none;1;30;nein
76516;02.07.2024;17.07.2024;31.07.2024;2;17.07.2024;1;338;15;4;4;29;0;none;344;none;1;17.07.2024;11.07.2024;none;none;none;1;15;nein
76100;25.06.2024;15.07.2024;17.07.2024;3;17.07.2024;1;337;15;8;4;29;0;none;345;none;2;15.07.2024;15.07.2024;none;none;none;1;22;ja
76581;03.07.2024;04.07.2024;25.07.2024;2;18.07.2024;1;338;15;4;4;29;0;none;344;12.07.1961;1;08.07.2024;03.07.2024;none;none;none;1;15;nein
77429;18.07.2024;18.07.2024;09.08.2024;2;18.07.2024;1;338;15;4;4;29;0;none;344;12.07.1961;1;18.07.2024;18.07.2024;none;none;none;1;0;nein
77018;11.07.2024;22.07.2024;02.08.2024;2;22.07.2024;1;385;15;4;4;29;1;72191;344;02.01.1914;1;22.07.2024;17.07.2024;none;none;none;1;11;nein
76646;04.07.2024;22.07.2024;26.07.2024;4;22.07.2024;1;337;15;4;8;29;1;36646;345;none;1;22.07.2024;22.07.2024;none;none;none;1;18;nein
77642;23.07.2024;23.07.2024;14.08.2024;2;23.07.2024;1;338;15;4;4;29;1;76818;345;20.10.1902;2;23.07.2024;23.07.2024;none;none;none;2;0;nein
75707;17.06.2024;23.07.2024;23.07.2024;2;23.07.2024;1;338;15;4;4;29;0;none;345;none;2;23.07.2024;23.07.2024;none;none;none;1;36;ja
76818;08.07.2024;18.07.2024;30.07.2024;2;23.07.2024;1;338;15;4;4;29;0;none;345;20.10.1902;2;18.07.2024;18.07.2024;none;none;none;2;15;nein
77472;18.07.2024;24.07.2024;09.08.2024;2;24.07.2024;1;337;15;4;4;29;1;76956;345;19.09.1995;2;24.07.2024;24.07.2024;none;none;none;1;6;nein
77053;11.07.2024;24.07.2024;02.08.2024;3;24.07.2024;1;338;15;8;4;29;1;74356;344;21.08.1902;1;24.07.2024;22.07.2024;none;none;none;1;13;nein
75014;04.06.2024;24.07.2024;26.06.2024;4;24.07.2024;1;337;15;4;8;29;1;70642;345;none;2;24.07.2024;24.07.2024;none;none;none;1;50;ja
77733;24.07.2024;24.07.2024;15.08.2024;4;24.07.2024;1;345;15;4;8;29;1;75014;345;none;2;24.07.2024;24.07.2024;none;none;none;1;0;nein
77734;24.07.2024;24.07.2024;15.08.2024;4;24.07.2024;1;345;15;4;8;29;1;75014;345;none;2;24.07.2024;24.07.2024;none;none;none;1;0;nein
77501;18.07.2024;25.07.2024;09.08.2024;4;25.07.2024;1;337;15;4;8;29;0;none;345;none;2;25.07.2024;25.07.2024;none;none;none;1;7;nein
76655;04.07.2024;26.07.2024;26.07.2024;2;26.07.2024;1;338;15;4;4;29;0;none;345;none;2;26.07.2024;26.07.2024;none;none;none;1;22;ja
76824;08.07.2024;23.07.2024;30.07.2024;2;29.07.2024;1;338;15;4;4;29;0;none;345;11.12.1981;2;23.07.2024;23.07.2024;none;none;none;1;21;nein
77628;22.07.2024;24.07.2024;13.08.2024;4;29.07.2024;1;337;15;4;8;29;0;none;345;none;2;24.07.2024;24.07.2024;none;none;none;1;7;nein
77626;22.07.2024;24.07.2024;13.08.2024;4;29.07.2024;1;337;15;4;8;29;0;none;345;none;1;24.07.2024;24.07.2024;none;none;none;1;7;nein
74612;28.05.2024;22.07.2024;05.08.2024;2;30.07.2024;1;338;15;4;4;29;0;none;344;none;02.01.1900;22.07.2024;22.07.2024;05.06.2024;none;none;1;63;nein
74621;28.05.2024;25.07.2024;05.08.2024;2;30.07.2024;1;338;15;4;4;29;0;none;344;none;03.01.1900;25.07.2024;24.07.2024;05.06.2024;none;none;1;63;nein
76248;26.06.2024;26.07.2024;21.08.2024;2;31.07.2024;1;337;15;4;4;29;0;none;344;none;02.01.1900;26.07.2024;19.07.2024;27.06.2024;none;none;1;35;nein
75959;20.06.2024;26.07.2024;21.08.2024;2;01.08.2024;1;337;15;4;4;29;0;none;344;none;02.01.1900;26.07.2024;19.07.2024;27.06.2024;none;none;1;42;nein
74624;28.05.2024;25.07.2024;05.08.2024;2;01.08.2024;1;338;15;4;4;29;0;none;344;none;02.01.1900;25.07.2024;25.07.2024;05.06.2024;none;none;1;65;nein
74609;28.05.2024;25.07.2024;05.08.2024;2;01.08.2024;1;338;15;4;4;29;0;none;344;none;03.01.1900;25.07.2024;25.07.2024;05.06.2024;none;none;1;65;nein
77932;26.07.2024;01.08.2024;19.08.2024;2;02.08.2024;1;338;15;4;4;29;1;74587;344;10.01.2010;1;01.08.2024;01.08.2024;none;none;none;1;7;nein
77654;23.07.2024;05.08.2024;07.08.2024;6;05.08.2024;1;338;15;8;8;29;0;none;345;19.09.1995;2;05.08.2024;02.08.2024;none;none;none;1;13;nein
78365;02.08.2024;02.08.2024;26.08.2024;6;05.08.2024;1;345;15;8;8;29;1;77654;345;19.09.1995;2;02.08.2024;02.08.2024;none;none;none;1;3;nein
77362;17.07.2024;05.08.2024;08.08.2024;2;05.08.2024;1;338;15;4;4;29;0;none;344;none;1;05.08.2024;01.08.2024;none;none;none;1;19;nein
77366;17.07.2024;05.08.2024;08.08.2024;2;05.08.2024;1;338;15;4;4;29;0;none;344;none;1;05.08.2024;01.08.2024;none;none;none;1;19;nein
77367;17.07.2024;05.08.2024;08.08.2024;2;05.08.2024;1;338;15;4;4;29;0;none;344;none;1;05.08.2024;01.08.2024;none;none;none;1;19;nein
75521;12.06.2024;05.08.2024;18.07.2024;2;05.08.2024;1;338;15;4;4;29;0;none;345;none;2;05.08.2024;01.07.2024;none;none;none;1;54;ja
76657;04.07.2024;05.08.2024;26.07.2024;2;06.08.2024;1;338;15;4;4;29;0;none;345;none;2;05.08.2024;05.08.2024;none;none;none;1;33;ja
77830;25.07.2024;07.08.2024;16.08.2024;4;07.08.2024;1;338;15;4;8;29;1;70479;345;20.10.1902;2;07.08.2024;07.08.2024;none;none;none;1;13;nein
78607;07.08.2024;07.08.2024;29.08.2024;2;07.08.2024;1;338;15;4;4;29;1;77977;345;11.12.1981;2;07.08.2024;07.08.2024;none;none;none;1;0;nein
77977;29.07.2024;29.07.2024;20.08.2024;2;07.08.2024;1;338;15;4;4;29;1;76824;345;11.12.1981;2;29.07.2024;29.07.2024;none;none;none;1;9;nein
78579;07.08.2024;07.08.2024;29.08.2024;2;07.08.2024;1;338;15;4;4;29;1;77977;345;11.12.1981;2;07.08.2024;07.08.2024;none;none;none;1;0;nein
77827;25.07.2024;26.07.2024;02.08.2024;6;08.08.2024;1;338;15;8;8;29;0;none;345;20.10.1902;1;26.07.2024;26.07.2024;none;none;none;1;14;ja
78621;07.08.2024;07.08.2024;29.08.2024;6;08.08.2024;1;338;15;8;8;29;1;77827;345;20.10.1902;1;07.08.2024;07.08.2024;none;none;none;1;1;nein
78658;08.08.2024;08.08.2024;30.08.2024;6;08.08.2024;1;338;15;8;8;29;1;77827;345;20.10.1902;1;08.08.2024;08.08.2024;none;none;none;1;0;nein
76164;25.06.2024;06.08.2024;17.07.2024;2;09.08.2024;1;338;15;4;4;29;0;none;345;none;1;06.08.2024;06.08.2024;none;11.07.2024;none;1;45;ja
78721;09.08.2024;09.08.2024;20.09.2024;2;12.08.2024;1;344;15;4;4;29;1;76516;344;none;1;09.08.2024;09.08.2024;none;none;none;1;3;nein
75514;12.06.2024;09.08.2024;18.07.2024;2;09.08.2024;1;338;15;4;4;29;0;none;345;none;2;09.08.2024;01.07.2024;none;none;none;1;58;ja
76879;09.07.2024;30.07.2024;31.07.2024;2;12.08.2024;1;338;15;4;4;29;0;none;345;none;1;30.07.2024;30.07.2024;none;none;none;1;34;ja
78806;12.08.2024;12.08.2024;03.09.2024;6;12.08.2024;1;338;15;8;8;29;1;77827;345;20.10.1902;1;12.08.2024;12.08.2024;none;none;none;1;0;nein
77855;25.07.2024;13.08.2024;16.08.2024;2;15.08.2024;1;337;15;4;4;29;1;76090;345;none;1;13.08.2024;13.08.2024;none;none;none;1;21;nein
77931;26.07.2024;09.08.2024;20.08.2024;6;16.08.2024;1;338;15;8;8;29;0;none;344;17.06.1951;01.01.1900;15.08.2024;06.08.2024;02.08.2024;09.08.2024;none;1;21;nein
78340;02.08.2024;15.08.2024;26.08.2024;2;16.08.2024;1;337;15;4;4;29;0;none;344;11.08.1938;01.01.1900;15.08.2024;13.08.2024;05.08.2024;none;none;2;14;nein
77925;26.07.2024;13.08.2024;19.08.2024;3;19.08.2024;1;338;15;8;4;29;0;none;345;none;1;13.08.2024;13.08.2024;none;none;none;1;24;ja
79185;19.08.2024;19.08.2024;10.09.2024;3;19.08.2024;1;345;15;8;4;29;1;77925;345;none;1;19.08.2024;19.08.2024;none;none;none;1;0;nein
78272;01.08.2024;21.08.2024;23.08.2024;2;21.08.2024;1;338;15;4;4;29;0;none;344;none;1;21.08.2024;16.08.2024;none;none;none;1;20;nein
78483;06.08.2024;21.08.2024;28.08.2024;2;21.08.2024;1;338;15;4;4;29;0;none;344;none;1;21.08.2024;16.08.2024;none;none;none;1;15;nein
76233;26.06.2024;12.08.2024;25.07.2024;2;21.08.2024;1;338;15;4;4;29;1;70605;345;none;2;12.08.2024;12.08.2024;none;none;none;1;56;ja
76215;26.06.2024;12.08.2024;25.07.2024;2;23.08.2024;1;339;15;4;4;29;0;none;345;none;1;12.08.2024;12.08.2024;none;none;none;1;58;ja
78811;12.08.2024;22.08.2024;03.09.2024;2;22.08.2024;1;338;15;4;4;29;0;none;344;none;1;22.08.2024;21.08.2024;none;none;none;1;10;nein
78081;30.07.2024;23.08.2024;21.08.2024;2;23.08.2024;1;338;15;4;4;29;0;none;345;28.11.1926;1;23.08.2024;23.08.2024;none;none;none;1;24;ja
79436;23.08.2024;23.08.2024;16.09.2024;2;23.08.2024;1;345;15;4;4;29;1;78081;345;28.11.1926;1;23.08.2024;23.08.2024;none;none;none;1;0;nein
79437;23.08.2024;23.08.2024;16.09.2024;2;23.08.2024;1;345;15;4;4;29;1;78081;345;28.11.1926;1;23.08.2024;23.08.2024;none;none;none;1;0;nein
77844;25.07.2024;15.08.2024;16.08.2024;4;26.08.2024;1;337;15;4;8;29;0;none;344;21.12.2386;1;15.08.2024;15.08.2024;none;none;none;1;32;ja
78657;08.08.2024;27.08.2024;30.08.2024;2;27.08.2024;1;337;15;4;4;29;1;76904;344;28.09.2015;1;27.08.2024;23.08.2024;none;none;none;1;19;nein
76239;26.06.2024;12.08.2024;25.07.2024;2;27.08.2024;1;338;15;4;4;29;0;none;345;none;1;12.08.2024;12.08.2024;none;none;none;1;62;ja
79050;15.08.2024;29.08.2024;06.09.2024;2;29.08.2024;1;338;15;4;4;29;0;none;344;none;1;29.08.2024;29.08.2024;none;none;none;1;14;nein
78107;30.07.2024;28.08.2024;21.08.2024;2;29.08.2024;1;338;15;4;4;29;1;76818;345;20.10.1902;2;28.08.2024;28.08.2024;none;none;none;2;30;ja
79696;28.08.2024;29.08.2024;20.09.2024;2;29.08.2024;1;345;15;4;4;29;1;78107;345;20.10.1902;2;29.08.2024;29.08.2024;none;none;none;2;1;nein
78624;07.08.2024;26.08.2024;29.08.2024;2;29.08.2024;1;338;15;4;4;29;0;none;344;26.11.1906;2;26.08.2024;26.08.2024;none;none;none;1;22;ja
76243;26.06.2024;22.08.2024;18.07.2024;2;29.08.2024;1;338;15;4;4;29;0;none;345;none;1;22.08.2024;22.08.2024;none;none;none;1;64;ja
76514;02.07.2024;22.08.2024;31.07.2024;2;30.08.2024;1;338;15;4;4;29;0;none;345;none;2;22.08.2024;22.08.2024;none;none;none;1;59;ja
79038;15.08.2024;26.08.2024;06.09.2024;2;02.09.2024;1;337;15;4;4;29;1;76248;344;none;2;26.08.2024;23.08.2024;none;none;none;1;18;nein
78625;07.08.2024;26.08.2024;29.08.2024;2;20.09.2024;1;338;15;4;4;29;0;none;344;26.11.1906;2;11.09.2024;26.08.2024;none;27.08.2024;none;1;44;ja
78920;13.08.2024;03.09.2024;04.09.2024;2;03.09.2024;1;338;15;4;4;29;0;none;344;none;1;03.09.2024;03.09.2024;none;none;none;1;21;nein
78435;05.08.2024;30.08.2024;27.08.2024;2;03.09.2024;1;337;15;4;4;29;0;none;345;none;02.01.1900;03.09.2024;28.08.2024;05.08.2024;none;none;2;29;ja
79338;22.08.2024;03.09.2024;13.09.2024;2;03.09.2024;1;338;15;4;4;29;1;57857;344;14.06.1927;01.01.1900;03.09.2024;03.09.2024;29.08.2024;none;none;1;12;nein
76148;25.06.2024;30.08.2024;17.07.2024;4;06.09.2024;1;337;15;4;8;29;1;71152;345;none;1;30.08.2024;30.08.2024;none;none;none;1;73;ja
80107;05.09.2024;06.09.2024;27.09.2024;4;06.09.2024;1;345;15;4;8;29;1;76148;345;none;1;06.09.2024;06.09.2024;none;none;none;1;1;nein
78211;31.07.2024;02.09.2024;22.08.2024;6;07.09.2024;1;337;15;8;8;29;1;75410;345;07.10.2319;02.01.1900;02.09.2024;02.09.2024;02.08.2024;none;none;1;38;ja
80133;06.09.2024;06.09.2024;30.09.2024;6;07.09.2024;1;340;15;8;8;29;1;78211;345;07.10.2319;2;06.09.2024;06.09.2024;none;none;none;1;1;nein
80134;06.09.2024;06.09.2024;30.09.2024;6;07.09.2024;1;340;15;8;8;29;1;78211;345;07.10.2319;2;06.09.2024;06.09.2024;none;none;none;1;1;nein
78110;30.07.2024;02.09.2024;21.08.2024;2;09.09.2024;1;338;15;4;4;29;1;77604;345;20.10.1902;1;02.09.2024;02.09.2024;none;none;none;2;41;ja
80226;09.09.2024;09.09.2024;01.10.2024;2;09.09.2024;1;345;15;4;4;29;1;78110;345;20.10.1902;1;09.09.2024;09.09.2024;none;none;none;2;0;nein
79154;19.08.2024;21.08.2024;10.09.2024;2;09.09.2024;1;338;15;4;4;29;1;76206;345;none;2;21.08.2024;19.08.2024;none;none;none;1;21;nein
78226;31.07.2024;02.09.2024;22.08.2024;2;09.09.2024;1;338;15;4;4;29;0;none;345;20.10.1902;02.01.1900;02.09.2024;02.09.2024;01.08.2024;none;none;1;40;ja
79396;22.08.2024;22.08.2024;13.09.2024;2;09.09.2024;1;345;15;4;4;29;1;79154;345;none;2;22.08.2024;22.08.2024;none;none;none;1;18;nein
80279;09.09.2024;09.09.2024;01.10.2024;2;09.09.2024;1;338;15;4;4;29;1;80278;345;20.10.1902;2;09.09.2024;09.09.2024;none;none;none;1;0;nein
80278;09.09.2024;09.09.2024;01.10.2024;2;09.09.2024;1;338;15;4;4;29;1;78226;345;20.10.1902;2;09.09.2024;09.09.2024;none;none;none;1;0;nein
80143;06.09.2024;10.09.2024;30.09.2024;2;10.09.2024;1;338;15;4;4;29;1;74575;344;10.01.2010;1;10.09.2024;09.09.2024;none;none;none;1;4;nein
78964;14.08.2024;06.09.2024;18.09.2024;2;10.09.2024;1;353;15;4;4;29;0;none;344;none;1;10.09.2024;06.09.2024;none;none;none;2;27;nein
78622;07.08.2024;04.09.2024;29.08.2024;2;11.09.2024;1;338;15;4;4;29;0;none;345;none;2;11.09.2024;04.09.2024;none;none;none;1;35;ja
78623;07.08.2024;04.09.2024;29.08.2024;2;11.09.2024;1;338;15;4;4;29;0;none;345;none;2;11.09.2024;04.09.2024;none;none;none;1;35;ja
80411;11.09.2024;11.09.2024;07.10.2024;2;11.09.2024;1;345;15;4;4;29;1;76331;345;none;2;11.09.2024;11.09.2024;none;none;none;1;0;nein
79319;21.08.2024;10.09.2024;12.09.2024;6;13.09.2024;1;338;15;8;8;29;1;78621;345;20.10.1902;1;10.09.2024;10.09.2024;none;none;none;1;23;ja
