OrderID;OrderDate;StartDate;DesiredDate;Priority;FinishtDate;InitiatingBusinessUnit;InitiatingDepartment;OrderReason;IndustrySegment;Reorder;SupportDepartment;InProcessSince;UsageCategory;ProcessTime;DeliveryPerformance;Backlog
35226;17.12.2021;20.12.2021;23.12.2021;2;22.12.2021;2;343;15;24;0;157;20.12.2021;1;5;0;117
35148;15.12.2021;16.12.2021;22.12.2021;6;20.12.2021;1;340;15;29;1;157;16.12.2021;1;5;0;112
22527;05.03.2021;09.03.2021;11.03.2021;4;10.03.2021;3;none;15;44;0;157;09.03.2021;1;5;0;104
76266;27.06.2024;27.06.2024;19.07.2024;6;02.07.2024;2;314;15;9;0;157;27.06.2024;1;5;0;97
33576;10.11.2021;10.11.2021;19.11.2021;3;15.11.2021;3;1787;15;14;1;157;10.11.2021;1;5;0;95
76687;04.07.2024;09.07.2024;26.07.2024;2;09.07.2024;2;343;15;24;0;157;09.07.2024;1;5;0;94
20103;14.01.2021;15.01.2021;21.01.2021;2;19.01.2021;3;none;15;9;0;157;15.01.2021;1;5;0;93
79073;15.08.2024;16.08.2024;06.09.2024;3;20.08.2024;1;345;15;30;1;158;16.08.2024;1;5;0;69
34856;08.12.2021;08.12.2021;21.12.2021;6;13.12.2021;2;none;15;9;1;158;08.12.2021;1;5;0;68
53940;17.03.2023;20.03.2023;24.03.2023;6;22.03.2023;2;343;15;23;0;157;20.03.2023;1;5;0;92
32626;20.10.2021;21.10.2021;05.11.2021;6;25.10.2021;2;342;15;24;0;157;21.10.2021;1;5;0;90
38816;18.03.2022;21.03.2022;24.03.2022;2;23.03.2022;2;343;15;23;0;157;21.03.2022;1;5;0;88
35727;06.01.2022;10.01.2022;12.01.2022;2;11.01.2022;2;none;15;9;0;157;10.01.2022;1;5;0;87
74746;30.05.2024;04.06.2024;21.06.2024;2;04.06.2024;1;338;15;29;1;157;04.06.2024;3;5;0;87
75220;06.06.2024;11.06.2024;28.06.2024;2;11.06.2024;1;338;15;30;0;157;11.06.2024;2;5;0;87
19882;08.01.2021;12.01.2021;21.01.2021;2;13.01.2021;3;none;15;1;0;157;12.01.2021;1;5;0;83
19886;08.01.2021;12.01.2021;21.01.2021;2;13.01.2021;3;none;15;1;0;157;12.01.2021;1;5;0;83
38685;17.03.2022;21.03.2022;23.03.2022;3;22.03.2022;2;360;15;23;0;157;21.03.2022;2;5;0;83
38686;17.03.2022;21.03.2022;23.03.2022;3;22.03.2022;2;360;15;23;0;157;21.03.2022;2;5;0;83
39118;25.03.2022;25.03.2022;31.03.2022;4;30.03.2022;2;343;15;24;0;157;25.03.2022;1;5;0;83
28631;28.07.2021;02.08.2021;05.08.2021;6;02.08.2021;2;343;15;23;1;157;02.08.2021;1;5;0;82
36047;14.01.2022;19.01.2022;21.01.2022;2;19.01.2022;3;1787;15;44;0;157;19.01.2022;1;5;0;82
80965;23.09.2024;23.09.2024;18.10.2024;2;28.09.2024;1;345;15;30;1;158;23.09.2024;1;5;0;65
35964;13.01.2022;14.01.2022;19.01.2022;2;18.01.2022;2;343;15;24;0;157;14.01.2022;1;5;0;78
75052;05.06.2024;07.06.2024;27.06.2024;6;10.06.2024;2;1747;15;1;0;157;07.06.2024;3;5;0;76
24491;21.04.2021;26.04.2021;27.04.2021;4;26.04.2021;3;1771;15;8;0;157;26.04.2021;1;5;0;75
24553;22.04.2021;27.04.2021;03.05.2021;6;27.04.2021;3;none;15;1;0;157;27.04.2021;1;5;0;74
63154;29.09.2023;04.10.2023;24.10.2023;6;04.10.2023;1;345;15;30;1;158;04.10.2023;1;5;0;63
64789;08.11.2023;09.11.2023;30.11.2023;2;13.11.2023;1;339;15;29;0;158;09.11.2023;1;5;0;63
28438;23.07.2021;27.07.2021;02.08.2021;2;28.07.2021;2;none;15;9;0;157;27.07.2021;1;5;0;73
28469;23.07.2021;27.07.2021;30.07.2021;3;28.07.2021;3;none;15;7;0;157;27.07.2021;1;5;0;73
28466;23.07.2021;27.07.2021;03.08.2021;3;28.07.2021;3;none;15;7;0;157;27.07.2021;1;5;0;73
28468;23.07.2021;27.07.2021;06.08.2021;3;28.07.2021;3;none;15;7;0;157;27.07.2021;1;5;0;73
28465;23.07.2021;27.07.2021;03.08.2021;3;28.07.2021;3;none;15;7;0;157;27.07.2021;1;5;0;73
28467;23.07.2021;28.07.2021;06.08.2021;3;28.07.2021;3;none;15;7;0;157;28.07.2021;1;5;0;73
63550;11.10.2023;13.10.2023;03.11.2023;4;16.10.2023;1;337;15;29;0;157;13.10.2023;1;5;0;73
28126;15.07.2021;20.07.2021;22.07.2021;6;20.07.2021;2;343;15;23;0;157;20.07.2021;1;5;0;72
24780;28.04.2021;30.04.2021;04.05.2021;2;03.05.2021;3;none;15;17;0;157;30.04.2021;2;5;0;71
27750;07.07.2021;09.07.2021;25.11.2021;6;12.07.2021;2;343;15;24;0;157;09.07.2021;1;5;0;71
28371;21.07.2021;26.07.2021;28.07.2021;6;26.07.2021;3;none;15;7;0;157;26.07.2021;1;5;0;71
28365;21.07.2021;26.07.2021;28.07.2021;6;26.07.2021;3;none;15;7;0;157;26.07.2021;1;5;0;71
28372;21.07.2021;26.07.2021;28.07.2021;6;26.07.2021;3;none;15;7;0;157;26.07.2021;1;5;0;71
28368;21.07.2021;26.07.2021;28.07.2021;6;26.07.2021;3;none;15;7;0;157;26.07.2021;1;5;0;71
63863;18.10.2023;19.10.2023;10.11.2023;2;23.10.2023;2;344;15;1;1;157;19.10.2023;2;5;0;71
63860;18.10.2023;19.10.2023;10.11.2023;2;23.10.2023;2;344;15;1;1;157;19.10.2023;2;5;0;71
24859;30.04.2021;30.04.2021;06.05.2021;2;05.05.2021;3;none;15;1;0;157;30.04.2021;1;5;0;70
28983;04.08.2021;09.08.2021;11.08.2021;6;09.08.2021;1;340;15;29;1;157;09.08.2021;1;5;0;70
24217;15.04.2021;15.04.2021;21.04.2021;2;20.04.2021;3;none;15;1;0;157;15.04.2021;2;5;0;69
33942;17.11.2021;17.11.2021;30.11.2021;3;22.11.2021;2;none;15;9;1;158;17.11.2021;1;5;0;61
29581;19.08.2021;24.08.2021;25.08.2021;3;24.08.2021;3;none;15;7;0;157;24.08.2021;1;5;0;68
29569;19.08.2021;24.08.2021;25.08.2021;3;24.08.2021;3;none;15;7;0;157;24.08.2021;1;5;0;68
29580;19.08.2021;24.08.2021;25.08.2021;3;24.08.2021;3;none;15;7;0;157;24.08.2021;1;5;0;68
29019;05.08.2021;06.08.2021;16.08.2021;6;10.08.2021;2;343;15;23;0;157;06.08.2021;1;5;0;67
63189;04.10.2023;09.10.2023;26.10.2023;2;09.10.2023;3;1769;15;7;0;157;09.10.2023;1;5;0;67
63191;04.10.2023;09.10.2023;26.10.2023;2;09.10.2023;3;1769;15;7;0;157;09.10.2023;1;5;0;67
63283;05.10.2023;09.10.2023;27.10.2023;2;10.10.2023;2;1747;15;1;0;157;09.10.2023;3;5;0;67
77899;26.07.2024;29.07.2024;19.08.2024;4;31.07.2024;2;306;15;1;0;157;29.07.2024;1;5;0;67
65909;30.11.2023;05.12.2023;22.12.2023;2;05.12.2023;1;345;15;30;1;158;05.12.2023;1;5;0;60
69885;22.02.2024;22.02.2024;15.03.2024;6;27.02.2024;1;338;15;29;1;158;22.02.2024;1;5;0;60
39344;30.03.2022;01.04.2022;08.04.2022;6;04.04.2022;2;341;15;24;0;157;01.04.2022;1;5;0;66
26654;11.06.2021;14.06.2021;17.06.2021;2;16.06.2021;3;none;15;1;1;157;14.06.2021;2;5;0;65
68389;26.01.2024;31.01.2024;19.02.2024;6;31.01.2024;1;338;15;29;0;157;31.01.2024;1;5;0;64
79023;15.08.2024;20.08.2024;06.09.2024;2;20.08.2024;3;1796;15;39;0;157;20.08.2024;1;5;0;64
29832;25.08.2021;26.08.2021;03.09.2021;6;30.08.2021;3;none;15;11;0;157;26.08.2021;1;5;0;63
31650;01.10.2021;04.10.2021;12.10.2021;6;06.10.2021;2;none;15;9;0;157;04.10.2021;1;5;0;63
60240;26.07.2023;31.07.2023;17.08.2023;2;31.07.2023;1;339;15;29;0;157;31.07.2023;1;5;0;63
60241;26.07.2023;31.07.2023;17.08.2023;2;31.07.2023;1;339;15;29;0;157;31.07.2023;1;5;0;63
27586;02.07.2021;06.07.2021;12.07.2021;6;07.07.2021;2;none;15;9;0;157;06.07.2021;1;5;0;62
66266;06.12.2023;11.12.2023;02.01.2024;6;11.12.2023;1;339;15;29;0;157;11.12.2023;1;5;0;61
49998;15.12.2022;20.12.2022;06.01.2023;6;20.12.2022;1;none;15;30;1;158;20.12.2022;1;5;0;56
30970;17.09.2021;22.09.2021;24.09.2021;3;22.09.2021;3;none;15;7;0;157;22.09.2021;1;5;0;60
49461;02.12.2022;05.12.2022;26.12.2022;4;07.12.2022;2;none;15;1;0;157;05.12.2022;1;5;0;60
57821;07.06.2023;08.06.2023;15.06.2023;6;12.06.2023;2;314;15;9;1;157;08.06.2023;1;5;0;60
60018;21.07.2023;26.07.2023;14.08.2023;4;26.07.2023;1;338;15;29;0;157;26.07.2023;1;5;0;60
63142;29.09.2023;04.10.2023;27.10.2023;2;04.10.2023;2;1747;15;1;0;157;04.10.2023;3;5;0;59
29499;18.08.2021;23.08.2021;24.08.2021;3;23.08.2021;3;none;15;7;0;157;23.08.2021;1;5;0;58
29500;18.08.2021;23.08.2021;30.08.2021;3;23.08.2021;3;none;15;7;0;157;23.08.2021;1;5;0;58
49156;28.11.2022;03.12.2022;20.12.2022;4;03.12.2022;1;339;15;30;0;158;03.12.2022;1;5;0;53
53228;03.03.2023;07.03.2023;27.03.2023;2;08.03.2023;2;306;15;1;0;157;07.03.2023;1;5;0;58
36289;20.01.2022;25.01.2022;09.02.2022;6;25.01.2022;1;339;15;29;0;158;25.01.2022;1;5;0;52
30856;16.09.2021;20.09.2021;22.09.2021;3;21.09.2021;3;none;15;7;0;157;20.09.2021;1;5;0;56
30869;16.09.2021;20.09.2021;22.09.2021;3;21.09.2021;3;none;15;7;0;157;20.09.2021;1;5;0;56
54666;29.03.2023;30.03.2023;10.04.2023;6;03.04.2023;2;314;15;9;0;157;30.03.2023;1;5;0;56
57652;02.06.2023;05.06.2023;16.06.2023;4;07.06.2023;2;342;15;24;0;157;05.06.2023;1;5;0;56
57654;02.06.2023;05.06.2023;16.06.2023;6;07.06.2023;2;342;15;24;0;157;05.06.2023;1;5;0;56
68350;25.01.2024;29.01.2024;16.02.2024;6;30.01.2024;2;1747;15;1;0;157;29.01.2024;3;5;0;56
39467;01.04.2022;05.04.2022;07.04.2022;2;06.04.2022;2;343;15;24;1;157;05.04.2022;1;5;0;55
39468;01.04.2022;05.04.2022;07.04.2022;2;06.04.2022;2;343;15;24;1;157;05.04.2022;1;5;0;55
46368;23.09.2022;27.09.2022;28.09.2022;6;28.09.2022;3;none;15;12;1;157;27.09.2022;1;5;1;55
58235;15.06.2023;19.06.2023;11.07.2023;2;20.06.2023;3;1781;15;18;0;157;19.06.2023;2;5;0;55
27244;25.06.2021;28.06.2021;06.10.2021;4;30.06.2021;2;360;49;23;0;157;28.06.2021;2;5;0;54
39392;31.03.2022;05.04.2022;06.04.2022;3;05.04.2022;3;none;15;7;0;157;05.04.2022;3;5;0;54
78364;02.08.2024;05.08.2024;26.08.2024;2;07.08.2024;3;1787;15;37;0;157;05.08.2024;1;5;0;54
78355;02.08.2024;05.08.2024;26.08.2024;2;07.08.2024;2;314;15;9;0;157;05.08.2024;1;5;0;54
59127;05.07.2023;05.07.2023;27.07.2023;3;10.07.2023;2;345;15;23;1;158;10.07.2023;1;5;0;50
47362;14.10.2022;17.10.2022;04.11.2022;6;19.10.2022;2;none;15;9;0;158;17.10.2022;1;5;0;49
58517;22.06.2023;26.06.2023;30.06.2023;2;27.06.2023;2;306;15;1;0;157;26.06.2023;1;5;0;53
67928;18.01.2024;19.01.2024;26.01.2024;6;23.01.2024;3;1769;15;7;0;157;19.01.2024;1;5;0;53
67929;18.01.2024;19.01.2024;26.01.2024;6;23.01.2024;3;1769;15;7;0;157;19.01.2024;1;5;0;53
67933;18.01.2024;23.01.2024;26.01.2024;6;23.01.2024;3;1769;15;7;0;157;23.01.2024;1;5;0;53
67934;18.01.2024;23.01.2024;26.01.2024;6;23.01.2024;3;1769;15;7;0;157;23.01.2024;1;5;0;53
67936;18.01.2024;23.01.2024;26.01.2024;6;23.01.2024;3;1769;15;7;0;157;23.01.2024;1;5;0;53
42901;29.06.2022;01.07.2022;05.07.2022;2;04.07.2022;2;none;15;1;0;157;01.07.2022;2;5;0;52
46297;22.09.2022;27.09.2022;13.10.2022;2;27.09.2022;3;none;49;15;0;157;27.09.2022;2;5;0;52
49057;25.11.2022;29.11.2022;19.12.2022;4;30.11.2022;2;none;15;9;0;157;29.11.2022;1;5;0;52
68227;24.01.2024;29.01.2024;14.02.2024;2;29.01.2024;1;576;15;29;0;157;29.01.2024;1;5;0;52
68228;24.01.2024;29.01.2024;14.02.2024;2;29.01.2024;1;576;15;29;0;157;29.01.2024;1;5;0;52
68229;24.01.2024;29.01.2024;14.02.2024;2;29.01.2024;1;576;15;29;0;157;29.01.2024;1;5;0;52
51876;02.02.2023;06.02.2023;10.02.2023;4;07.02.2023;2;none;15;1;0;157;06.02.2023;1;5;0;51
53585;10.03.2023;14.03.2023;03.04.2023;6;15.03.2023;2;342;15;24;0;157;14.03.2023;1;5;0;51
53619;10.03.2023;13.03.2023;20.04.2023;3;15.03.2023;2;341;15;23;1;157;13.03.2023;3;5;0;51
67587;11.01.2024;12.01.2024;19.01.2024;4;16.01.2024;2;342;15;24;0;157;12.01.2024;1;5;0;51
67566;11.01.2024;16.01.2024;02.02.2024;4;16.01.2024;2;306;15;1;0;157;16.01.2024;2;5;0;51
67571;11.01.2024;16.01.2024;02.02.2024;2;16.01.2024;2;306;15;1;0;157;16.01.2024;2;5;0;51
67582;11.01.2024;15.01.2024;02.02.2024;2;16.01.2024;2;306;15;1;0;157;15.01.2024;2;5;0;51
49627;07.12.2022;08.12.2022;19.12.2022;4;12.12.2022;3;none;15;5;1;157;08.12.2022;1;5;0;50
56370;05.05.2023;10.05.2023;17.05.2023;6;10.05.2023;2;314;15;9;0;157;10.05.2023;1;5;0;50
62780;21.09.2023;25.09.2023;13.10.2023;2;26.09.2023;3;1783;15;37;1;157;25.09.2023;2;5;0;50
62735;21.09.2023;25.09.2023;13.10.2023;3;26.09.2023;2;342;15;24;0;157;25.09.2023;1;5;0;50
62736;21.09.2023;25.09.2023;13.10.2023;3;26.09.2023;2;342;15;24;0;157;25.09.2023;1;5;0;50
65715;27.11.2023;27.11.2023;05.12.2023;6;02.12.2023;3;350;15;8;0;157;27.11.2023;2;5;0;50
42749;24.06.2022;27.06.2022;30.06.2022;6;29.06.2022;2;none;15;9;0;157;27.06.2022;1;5;0;49
58946;29.06.2023;03.07.2023;21.07.2023;4;04.07.2023;3;350;15;7;0;157;03.07.2023;2;5;0;49
68696;01.02.2024;06.02.2024;23.02.2024;2;06.02.2024;2;306;15;1;0;157;06.02.2024;2;5;0;49
69977;23.02.2024;27.02.2024;18.03.2024;2;28.02.2024;2;306;15;1;0;157;27.02.2024;2;5;0;49
71037;14.03.2024;18.03.2024;09.04.2024;6;19.03.2024;2;306;15;1;0;157;18.03.2024;1;5;0;49
71042;14.03.2024;18.03.2024;09.04.2024;6;19.03.2024;2;306;15;1;0;157;18.03.2024;1;5;0;49
48080;03.11.2022;08.11.2022;25.11.2022;4;08.11.2022;3;1771;15;7;0;157;08.11.2022;1;5;0;48
56210;03.05.2023;05.05.2023;25.05.2023;3;08.05.2023;3;1789;15;44;0;157;05.05.2023;1;5;0;48
71160;15.03.2024;20.03.2024;10.04.2024;2;20.03.2024;2;1764;15;24;0;157;20.03.2024;1;5;0;48
71120;15.03.2024;19.03.2024;26.03.2024;6;20.03.2024;3;1769;15;7;0;157;19.03.2024;1;5;0;48
71124;15.03.2024;19.03.2024;26.03.2024;6;20.03.2024;3;1769;15;7;0;157;19.03.2024;1;5;0;48
57320;25.05.2023;26.05.2023;16.06.2023;2;30.05.2023;2;345;15;9;1;158;26.05.2023;1;5;0;45
51797;01.02.2023;06.02.2023;27.02.2023;6;06.02.2023;3;350;15;7;0;157;06.02.2023;2;5;0;47
70618;06.03.2024;11.03.2024;28.03.2024;4;11.03.2024;1;385;15;29;0;157;11.03.2024;1;5;0;47
70621;06.03.2024;11.03.2024;28.03.2024;4;11.03.2024;1;385;15;29;0;157;11.03.2024;1;5;0;47
45940;14.09.2022;19.09.2022;05.10.2022;6;19.09.2022;2;none;15;9;0;158;19.09.2022;1;5;0;43
42664;23.06.2022;23.06.2022;none;4;28.06.2022;1;340;15;29;1;157;24.06.2022;1;5;0;46
45507;02.09.2022;05.09.2022;23.09.2022;2;07.09.2022;2;none;15;9;0;157;05.09.2022;1;5;0;46
48126;04.11.2022;08.11.2022;28.11.2022;4;09.11.2022;2;343;15;24;0;157;08.11.2022;2;5;0;46
49776;09.12.2022;13.12.2022;02.01.2023;3;14.12.2022;2;none;15;9;0;157;13.12.2022;1;5;0;46
49780;09.12.2022;13.12.2022;02.01.2023;3;14.12.2022;2;none;15;9;0;157;13.12.2022;1;5;0;46
50526;06.01.2023;10.01.2023;30.01.2023;2;11.01.2023;2;none;15;1;0;157;10.01.2023;2;5;0;46
64816;09.11.2023;10.11.2023;01.12.2023;6;14.11.2023;2;1764;15;24;0;157;10.11.2023;1;5;0;46
64825;09.11.2023;10.11.2023;01.12.2023;6;14.11.2023;2;1764;15;24;0;157;10.11.2023;1;5;0;46
64827;09.11.2023;10.11.2023;01.12.2023;6;14.11.2023;2;1764;15;24;0;157;10.11.2023;1;5;0;46
70358;01.03.2024;05.03.2024;08.03.2024;4;06.03.2024;2;306;15;1;0;157;05.03.2024;2;5;0;46
56623;11.05.2023;15.05.2023;02.06.2023;2;16.05.2023;2;314;15;9;0;157;15.05.2023;1;5;0;45
62693;20.09.2023;25.09.2023;12.10.2023;6;25.09.2023;2;343;15;23;0;157;25.09.2023;1;5;0;45
62688;20.09.2023;25.09.2023;12.10.2023;6;25.09.2023;2;343;15;23;0;157;25.09.2023;1;5;0;45
62673;20.09.2023;21.09.2023;12.10.2023;2;25.09.2023;2;343;15;23;0;157;21.09.2023;1;5;0;45
81959;10.10.2024;14.10.2024;18.10.2024;2;15.10.2024;2;306;15;1;0;157;14.10.2024;2;5;0;45
52140;08.02.2023;09.02.2023;02.03.2023;2;13.02.2023;2;none;15;1;0;157;09.02.2023;2;5;0;44
59170;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;23;0;157;05.07.2023;1;5;0;44
59168;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;23;0;157;05.07.2023;1;5;0;44
59167;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;23;0;157;05.07.2023;1;5;0;44
59166;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;23;0;157;05.07.2023;1;5;0;44
59165;05.07.2023;05.07.2023;27.07.2023;6;10.07.2023;2;343;15;23;0;157;05.07.2023;1;5;0;44
59158;05.07.2023;10.07.2023;27.07.2023;3;10.07.2023;3;1779;15;14;0;157;10.07.2023;3;5;0;44
55649;21.04.2023;25.04.2023;28.04.2023;6;26.04.2023;3;1769;15;7;0;157;25.04.2023;1;5;0;43
64737;08.11.2023;09.11.2023;07.12.2023;2;13.11.2023;2;1747;15;1;0;157;09.11.2023;2;5;0;43
64757;08.11.2023;09.11.2023;07.12.2023;2;13.11.2023;2;1747;15;1;0;157;09.11.2023;2;5;0;43
40027;14.04.2022;19.04.2022;29.04.2022;6;19.04.2022;3;none;15;7;0;157;19.04.2022;3;5;0;41
40029;14.04.2022;19.04.2022;29.04.2022;3;19.04.2022;3;none;15;7;0;157;19.04.2022;3;5;0;41
50376;04.01.2023;04.01.2023;03.02.2023;2;09.01.2023;2;360;49;23;0;157;04.01.2023;3;5;0;41
52430;15.02.2023;20.02.2023;09.03.2023;2;20.02.2023;3;none;49;37;0;157;20.02.2023;2;5;0;41
52439;15.02.2023;16.02.2023;09.03.2023;4;20.02.2023;2;none;15;1;0;157;16.02.2023;2;5;0;41
40114;20.04.2022;25.04.2022;10.05.2022;6;25.04.2022;1;340;15;29;1;158;25.04.2022;1;5;0;35
53526;09.03.2023;14.03.2023;31.03.2023;4;14.03.2023;2;1747;15;1;0;157;14.03.2023;2;5;0;41
67188;03.01.2024;03.01.2024;25.01.2024;2;08.01.2024;2;314;15;9;0;157;03.01.2024;1;5;0;41
54300;23.03.2023;28.03.2023;31.03.2023;6;28.03.2023;2;343;15;23;0;158;28.03.2023;1;5;0;35
41123;12.05.2022;16.05.2022;18.05.2022;3;17.05.2022;3;none;15;7;0;157;16.05.2022;3;5;0;40
40783;05.05.2022;05.05.2022;11.05.2022;6;10.05.2022;3;none;15;11;0;157;05.05.2022;1;5;0;39
43549;13.07.2022;14.07.2022;19.07.2022;6;18.07.2022;2;none;15;1;0;157;14.07.2022;1;5;0;39
43811;21.07.2022;22.07.2022;29.07.2022;6;26.07.2022;2;342;15;24;0;157;22.07.2022;1;5;0;39
69796;21.02.2024;22.02.2024;29.02.2024;6;26.02.2024;3;1769;15;7;0;157;22.02.2024;1;5;0;39
69805;21.02.2024;22.02.2024;29.02.2024;6;26.02.2024;3;1769;15;7;0;157;22.02.2024;1;5;0;39
69809;21.02.2024;22.02.2024;29.02.2024;6;26.02.2024;3;1769;15;7;0;157;22.02.2024;1;5;0;39
61065;11.08.2023;14.08.2023;01.09.2023;6;16.08.2023;2;343;15;24;0;157;14.08.2023;1;5;0;38
65274;17.11.2023;21.11.2023;08.12.2023;4;22.11.2023;2;342;15;24;0;157;21.11.2023;1;5;0;38
72404;12.04.2024;17.04.2024;19.04.2024;4;17.04.2024;2;306;15;1;0;157;17.04.2024;2;5;0;38
80952;20.09.2024;23.09.2024;25.09.2024;6;25.09.2024;2;306;15;1;0;157;23.09.2024;1;5;1;38
80953;20.09.2024;23.09.2024;25.09.2024;6;25.09.2024;2;306;15;1;0;157;23.09.2024;1;5;1;38
24767;28.04.2021;03.05.2021;21.05.2021;3;03.05.2021;1;339;15;29;0;158;03.05.2021;1;5;0;32
52849;24.02.2023;01.03.2023;20.03.2023;6;01.03.2023;3;none;49;46;0;157;01.03.2023;2;5;0;37
69493;16.02.2024;19.02.2024;11.03.2024;4;21.02.2024;2;306;15;1;0;157;19.02.2024;2;5;0;37
69494;16.02.2024;19.02.2024;11.03.2024;4;21.02.2024;2;306;15;1;0;157;19.02.2024;2;5;0;37
69527;16.02.2024;19.02.2024;11.03.2024;4;21.02.2024;2;306;15;1;0;157;19.02.2024;2;5;0;37
81904;09.10.2024;11.10.2024;15.10.2024;4;14.10.2024;2;342;15;24;0;157;11.10.2024;1;5;0;37
81889;09.10.2024;10.10.2024;17.10.2024;2;14.10.2024;2;343;15;23;0;157;10.10.2024;1;5;0;37
48764;18.11.2022;22.11.2022;12.12.2022;6;23.11.2022;2;343;15;24;1;157;23.11.2022;1;5;0;36
69141;09.02.2024;14.02.2024;04.03.2024;3;14.02.2024;2;342;15;24;0;157;14.02.2024;1;5;0;36
69108;09.02.2024;09.02.2024;04.03.2024;4;14.02.2024;2;343;15;23;0;157;09.02.2024;1;5;0;36
69379;14.02.2024;15.02.2024;22.02.2024;4;19.02.2024;2;306;15;1;0;157;15.02.2024;1;5;0;35
71927;03.04.2024;08.04.2024;11.04.2024;4;08.04.2024;2;343;15;24;0;157;08.04.2024;1;5;0;35
80158;06.09.2024;09.09.2024;24.09.2024;2;11.09.2024;2;343;15;23;0;157;09.09.2024;1;5;0;35
61520;23.08.2023;28.08.2023;01.09.2023;4;28.08.2023;2;362;49;24;0;157;28.08.2023;2;5;0;34
42127;09.06.2022;10.06.2022;none;4;14.06.2022;1;338;15;29;1;158;10.06.2022;1;5;0;31
42128;09.06.2022;10.06.2022;none;4;14.06.2022;1;338;15;29;1;158;10.06.2022;1;5;0;31
72037;05.04.2024;09.04.2024;12.04.2024;6;10.04.2024;3;1779;15;14;0;157;09.04.2024;1;5;0;34
72503;15.04.2024;20.04.2024;07.05.2024;3;20.04.2024;2;342;15;24;1;157;20.04.2024;1;5;0;34
72753;19.04.2024;19.04.2024;16.05.2024;2;24.04.2024;2;343;15;24;0;157;19.04.2024;1;5;0;34
72754;19.04.2024;22.04.2024;16.05.2024;4;24.04.2024;2;306;15;1;0;157;22.04.2024;2;5;0;34
73761;13.05.2024;18.05.2024;05.06.2024;3;18.05.2024;3;350;15;8;0;157;18.05.2024;3;5;0;34
80540;13.09.2024;16.09.2024;20.09.2024;6;18.09.2024;3;1786;15;12;0;157;17.09.2024;1;5;0;34
52686;22.02.2023;22.02.2023;16.03.2023;2;27.02.2023;2;none;15;9;0;157;22.02.2023;1;5;0;33
52687;22.02.2023;22.02.2023;16.03.2023;2;27.02.2023;2;none;15;9;0;157;22.02.2023;1;5;0;33
72371;11.04.2024;16.04.2024;06.05.2024;6;16.04.2024;1;337;15;29;0;157;16.04.2024;1;5;0;33
72373;11.04.2024;15.04.2024;06.05.2024;6;16.04.2024;2;1747;15;1;0;157;15.04.2024;2;5;0;33
42057;08.06.2022;13.06.2022;21.06.2022;2;13.06.2022;2;none;15;1;0;158;13.06.2022;1;5;0;30
73029;25.04.2024;26.04.2024;23.05.2024;6;30.04.2024;3;1779;15;16;0;157;26.04.2024;1;5;0;33
73022;25.04.2024;25.04.2024;23.05.2024;6;30.04.2024;2;314;15;9;0;157;25.04.2024;1;5;0;33
81329;27.09.2024;01.10.2024;08.10.2024;2;02.10.2024;2;343;15;23;0;157;01.10.2024;1;5;0;33
81311;27.09.2024;30.09.2024;03.10.2024;6;02.10.2024;2;343;15;23;0;157;30.09.2024;2;5;0;33
44422;04.08.2022;09.08.2022;25.08.2022;2;09.08.2022;1;338;15;30;0;157;09.08.2022;1;5;0;32
61317;18.08.2023;18.08.2023;11.09.2023;3;23.08.2023;2;342;15;24;1;157;18.08.2023;1;5;0;32
61323;18.08.2023;22.08.2023;11.09.2023;3;23.08.2023;2;1764;15;24;1;157;22.08.2023;1;5;0;32
81264;26.09.2024;30.09.2024;22.10.2024;2;01.10.2024;2;314;15;9;0;157;30.09.2024;1;5;0;32
81224;26.09.2024;30.09.2024;22.10.2024;2;01.10.2024;3;350;15;7;0;157;30.09.2024;2;5;0;32
61259;17.08.2023;21.08.2023;28.08.2023;6;22.08.2023;2;342;15;24;0;157;21.08.2023;1;5;0;31
61867;31.08.2023;04.09.2023;22.09.2023;2;05.09.2023;2;306;15;1;0;157;04.09.2023;1;5;0;31
53502;09.03.2023;09.03.2023;31.03.2023;3;14.03.2023;1;338;15;29;1;158;09.03.2023;1;5;0;29
53516;09.03.2023;14.03.2023;31.03.2023;3;14.03.2023;1;338;15;29;1;158;14.03.2023;1;5;0;29
80394;11.09.2024;12.09.2024;07.10.2024;2;16.09.2024;3;350;15;8;0;157;12.09.2024;2;5;0;31
82310;17.10.2024;18.10.2024;22.10.2024;3;22.10.2024;2;342;15;24;0;157;18.10.2024;1;5;1;31
44480;05.08.2022;10.08.2022;26.08.2022;4;10.08.2022;2;none;15;1;0;157;10.08.2022;1;5;0;30
45224;26.08.2022;30.08.2022;16.09.2022;4;31.08.2022;2;none;15;1;0;157;30.08.2022;1;5;0;29
80425;12.09.2024;17.09.2024;16.10.2024;2;17.09.2024;3;1786;15;12;1;157;17.09.2024;1;5;0;29
42985;01.07.2022;04.07.2022;none;6;06.07.2022;1;337;15;29;1;158;04.07.2022;1;5;0;27
61246;16.08.2023;21.08.2023;07.09.2023;2;21.08.2023;2;1747;15;1;0;157;21.08.2023;3;5;0;27
